BIDGBPUSD;BIDUSDJPY;ASKGBPJPY
1.2369;103.89;128.527
1.2369;103.89;128.529
1.2369;103.89;128.53
1.2369;103.89;128.531
1.2369;103.88;128.523
1.2369;103.88;128.521
1.2369;103.88;128.524
1.2369;103.88;128.52
1.2369;103.88;128.525
1.2369;103.88;128.52
1.2369;103.87;128.511
1.2369;103.87;128.517
1.2369;103.87;128.509
1.2369;103.86;128.494
1.2369;103.85;128.491
1.2369;103.84;128.48
1.2369;103.83;128.474
1.237;103.82;128.464
1.2369;103.82;128.444
1.2369;103.81;128.441
1.2369;103.81;128.441
1.2368;103.82;128.442
1.2367;103.83;128.438
1.2366;103.84;128.448
1.2367;103.82;128.44
1.2366;103.82;128.428
1.2366;103.81;128.417
1.2366;103.81;128.419
1.2367;103.81;128.415
1.2367;103.82;128.429
1.2366;103.82;128.428
1.2366;103.83;128.434
1.2366;103.83;128.434
1.2366;103.83;128.434
1.2366;103.83;128.435
1.2367;103.82;128.435
1.2367;103.82;128.434
1.2367;103.82;128.436
1.2368;103.82;128.445
1.2368;103.83;128.451
1.2368;103.83;128.453
1.2368;103.82;128.448
1.2368;103.82;128.445
1.2368;103.81;128.432
1.2368;103.81;128.434
1.2369;103.81;128.433
1.2369;103.8;128.43
1.2369;103.81;128.443
1.2368;103.81;128.434
1.2368;103.81;128.429
1.2368;103.81;128.424
1.2368;103.81;128.421
1.2368;103.81;128.421
1.2367;103.81;128.41
1.2366;103.81;128.404
1.2366;103.8;128.393
1.2366;103.8;128.395
1.2366;103.8;128.395
1.2366;103.81;128.397
1.2367;103.8;128.403
1.2365;103.8;128.393
1.2365;103.81;128.393
1.2365;103.8;128.383
1.2365;103.8;128.383
1.2365;103.8;128.382
1.2365;103.8;128.384
1.2366;103.79;128.373
1.2365;103.8;128.385
1.2365;103.8;128.389
1.2365;103.8;128.386
1.2365;103.79;128.38
1.2366;103.79;128.382
1.2366;103.79;128.384
1.2367;103.79;128.393
1.2367;103.8;128.407
1.2367;103.8;128.411
1.2367;103.81;128.414
1.2367;103.81;128.41
1.2367;103.8;128.409
1.2367;103.8;128.41
1.2367;103.8;128.413
1.2368;103.8;128.41
1.2368;103.8;128.409
1.2367;103.79;128.404
1.2367;103.79;128.391
1.2367;103.79;128.398
1.2367;103.79;128.398
1.2368;103.78;128.389
1.2368;103.78;128.386
1.2367;103.79;128.394
1.2367;103.78;128.386
1.2367;103.78;128.382
1.2367;103.78;128.378
1.2367;103.78;128.379
1.2368;103.77;128.377
1.2368;103.77;128.384
1.2368;103.77;128.383
1.2368;103.77;128.381
1.2368;103.77;128.376
1.2368;103.77;128.376
1.2368;103.77;128.38
1.2368;103.77;128.379
1.2368;103.77;128.373
1.2368;103.75;128.352
1.2368;103.75;128.358
1.2368;103.75;128.353
1.2368;103.75;128.359
1.2368;103.75;128.359
1.2368;103.76;128.365
1.2368;103.76;128.371
1.2368;103.76;128.372
1.2368;103.76;128.371
1.2368;103.76;128.371
1.2368;103.76;128.371
1.2368;103.76;128.372
1.2369;103.76;128.37
1.2368;103.76;128.369
1.2368;103.74;128.35
1.2368;103.75;128.353
1.2368;103.75;128.35
1.2368;103.75;128.355
1.2368;103.74;128.35
1.2369;103.73;128.346
1.2369;103.73;128.343
1.2369;103.74;128.348
1.2369;103.73;128.343
1.2369;103.73;128.34
1.2369;103.73;128.34
1.2369;103.73;128.34
1.237;103.73;128.346
1.2369;103.74;128.356
1.2369;103.74;128.35
1.2369;103.74;128.354
1.2369;103.74;128.356
1.2371;103.74;128.367
1.2371;103.74;128.369
1.2371;103.73;128.36
1.2372;103.71;128.35
1.2372;103.72;128.359
1.2372;103.73;128.374
1.2372;103.72;128.366
1.2372;103.72;128.364
1.2372;103.73;128.374
1.2371;103.73;128.371
1.2371;103.72;128.347
1.2373;103.71;128.358
1.2373;103.71;128.363
1.2373;103.71;128.363
1.2373;103.71;128.363
1.2373;103.71;128.36
1.2373;103.71;128.354
1.2373;103.71;128.355
1.2373;103.71;128.35
1.2373;103.7;128.343
1.2373;103.7;128.346
1.2374;103.7;128.348
1.2374;103.7;128.355
1.2374;103.68;128.331
1.2372;103.68;128.31
1.2373;103.68;128.315
1.2373;103.68;128.311
1.2373;103.68;128.311
1.2373;103.68;128.314
1.2372;103.68;128.308
1.2372;103.69;128.319
1.2372;103.68;128.314
1.2372;103.69;128.316
1.2372;103.69;128.319
1.2373;103.69;128.323
1.2373;103.69;128.323
1.2373;103.69;128.332
1.2373;103.69;128.33
1.2373;103.69;128.33
1.2372;103.7;128.33
1.2372;103.71;128.34
1.2372;103.71;128.337
1.2371;103.7;128.327
1.2371;103.71;128.332
1.2371;103.71;128.333
1.2371;103.71;128.343
1.2371;103.72;128.349
1.237;103.73;128.349
1.2371;103.73;128.35
1.2371;103.73;128.35
1.2371;103.73;128.351
1.2371;103.73;128.349
1.237;103.73;128.352
1.237;103.73;128.351
1.2369;103.73;128.339
1.2368;103.74;128.341
1.2367;103.74;128.333
1.2367;103.74;128.333
1.2367;103.74;128.333
1.2367;103.74;128.327
1.2367;103.74;128.327
1.2367;103.73;128.312
1.2367;103.72;128.311
1.2368;103.71;128.315
1.2366;103.71;128.286
1.2367;103.7;128.288
1.2365;103.73;128.302
1.2365;103.73;128.289
1.2366;103.72;128.295
1.2366;103.72;128.295
1.2366;103.72;128.294
1.2366;103.71;128.287
1.2366;103.71;128.284
1.2366;103.72;128.289
1.2365;103.72;128.292
1.2366;103.72;128.294
1.2366;103.72;128.294
1.2366;103.72;128.302
1.2366;103.72;128.303
1.2366;103.72;128.298
1.2366;103.72;128.3
1.2366;103.72;128.299
1.2367;103.72;128.3
1.2367;103.72;128.308
1.2367;103.72;128.309
1.2367;103.72;128.307
1.2367;103.72;128.306
1.2367;103.72;128.314
1.2367;103.73;128.315
1.2367;103.73;128.326
1.2367;103.74;128.33
1.2367;103.74;128.33
1.2367;103.73;128.327
1.2367;103.74;128.326
1.2366;103.74;128.321
1.2366;103.75;128.326
1.2366;103.75;128.329
1.2366;103.76;128.337
1.2366;103.74;128.325
1.2367;103.74;128.329
1.2367;103.74;128.331
1.2367;103.75;128.335
1.2367;103.75;128.347
1.2367;103.75;128.35
1.2367;103.76;128.356
1.2367;103.76;128.363
1.2367;103.76;128.358
1.2367;103.76;128.352
1.2367;103.76;128.36
1.2367;103.77;128.367
1.2366;103.78;128.365
1.2366;103.78;128.365
1.2366;103.77;128.365
1.2366;103.77;128.365
1.2366;103.77;128.362
1.2366;103.77;128.361
1.2366;103.77;128.362
1.2367;103.76;128.353
1.2367;103.76;128.353
1.2367;103.77;128.358
1.2367;103.76;128.355
1.2367;103.76;128.347
1.2367;103.75;128.348
1.2367;103.76;128.357
1.2367;103.76;128.361
1.2367;103.76;128.358
1.2368;103.76;128.353
1.2368;103.74;128.343
1.2368;103.74;128.34
1.2368;103.74;128.335
1.2369;103.73;128.334
1.2368;103.73;128.321
1.2367;103.73;128.325
1.2367;103.74;128.33
1.2367;103.74;128.33
1.2367;103.75;128.34
1.2367;103.75;128.349
1.2367;103.75;128.35
1.2367;103.75;128.35
1.2367;103.75;128.351
1.2367;103.75;128.35
1.2367;103.75;128.35
1.2367;103.76;128.354
1.2367;103.76;128.356
1.2367;103.76;128.352
1.2367;103.76;128.364
1.2367;103.76;128.361
1.2367;103.76;128.359
1.2367;103.77;128.362
1.2367;103.76;128.352
1.2367;103.76;128.351
1.2367;103.75;128.349
1.2367;103.75;128.35
1.2367;103.75;128.35
1.2367;103.75;128.339
1.2367;103.75;128.342
1.2367;103.75;128.347
1.2367;103.75;128.348
1.2368;103.74;128.333
1.2368;103.74;128.335
1.2368;103.74;128.339
1.2369;103.74;128.349
1.2369;103.74;128.351
1.2368;103.74;128.351
1.2369;103.74;128.349
1.2371;103.73;128.36
1.2371;103.73;128.359
1.2371;103.72;128.352
1.2371;103.72;128.35
1.2371;103.72;128.347
1.2371;103.72;128.35
1.2371;103.73;128.361
1.2371;103.73;128.366
1.2371;103.74;128.375
1.2371;103.74;128.369
1.2371;103.73;128.362
1.2371;103.72;128.358
1.2371;103.72;128.354
1.2371;103.72;128.353
1.2371;103.73;128.355
1.2371;103.73;128.358
1.2371;103.72;128.353
1.2371;103.71;128.337
1.2372;103.71;128.34
1.2372;103.7;128.33
1.237;103.71;128.33
1.2369;103.71;128.322
1.237;103.71;128.327
1.2371;103.71;128.338
1.2371;103.71;128.341
1.2371;103.71;128.341
1.2373;103.7;128.339
1.2372;103.71;128.343
1.2373;103.71;128.35
1.2373;103.7;128.352
1.2374;103.71;128.356
1.2374;103.7;128.352
1.2374;103.71;128.359
1.2374;103.72;128.371
1.2374;103.71;128.373
1.2375;103.71;128.384
1.2375;103.71;128.384
1.2375;103.72;128.388
1.2376;103.72;128.396
1.2376;103.72;128.395
1.2376;103.71;128.389
1.2376;103.72;128.402
1.2377;103.72;128.422
1.2377;103.74;128.435
1.2377;103.74;128.435
1.2378;103.73;128.428
1.2377;103.73;128.431
1.2378;103.72;128.414
1.2379;103.72;128.434
1.238;103.72;128.433
1.2379;103.72;128.434
1.2381;103.72;128.448
1.238;103.72;128.446
1.2378;103.73;128.429
1.2378;103.73;128.432
1.2379;103.73;128.444
1.2378;103.73;128.44
1.2378;103.73;128.439
1.2378;103.73;128.439
1.2378;103.73;128.438
1.2378;103.73;128.434
1.2377;103.73;128.429
1.2379;103.73;128.442
1.2379;103.73;128.442
1.2379;103.73;128.442
1.2378;103.73;128.431
1.2377;103.73;128.423
1.2377;103.72;128.417
1.2377;103.72;128.417
1.2377;103.72;128.417
1.2377;103.73;128.42
1.2377;103.73;128.422
1.2377;103.73;128.421
1.2377;103.73;128.421
1.2377;103.73;128.418
1.2377;103.73;128.426
1.2377;103.73;128.428
1.2377;103.73;128.425
1.2376;103.74;128.421
1.2376;103.74;128.413
1.2374;103.75;128.407
1.2374;103.75;128.414
1.2374;103.75;128.411
1.2374;103.76;128.428
1.2374;103.76;128.43
1.2374;103.76;128.429
1.2374;103.76;128.429
1.2374;103.76;128.428
1.2374;103.76;128.428
1.2375;103.76;128.432
1.2375;103.77;128.445
1.2374;103.77;128.445
1.2374;103.77;128.442
1.2375;103.76;128.438
1.2375;103.76;128.434
1.2375;103.75;128.433
1.2376;103.75;128.433
1.2377;103.73;128.424
1.2377;103.73;128.421
1.2377;103.73;128.423
1.2376;103.74;128.426
1.2377;103.74;128.438
1.2377;103.74;128.436
1.2377;103.73;128.424
1.2378;103.73;128.423
1.2378;103.72;128.419
1.2378;103.71;128.417
1.2378;103.71;128.41
1.2378;103.71;128.412
1.2378;103.72;128.415
1.2378;103.72;128.422
1.2378;103.72;128.42
1.2378;103.71;128.412
1.2378;103.71;128.414
1.2378;103.72;128.417
1.2378;103.73;128.426
1.2377;103.73;128.423
1.2377;103.73;128.426
1.2377;103.74;128.429
1.2377;103.74;128.428
1.2377;103.74;128.436
1.2378;103.74;128.438
1.2378;103.74;128.436
1.2377;103.75;128.443
1.2377;103.75;128.45
1.2377;103.75;128.454
1.2377;103.77;128.47
1.2377;103.76;128.458
1.2378;103.75;128.458
1.2378;103.75;128.45
1.2378;103.74;128.437
1.2378;103.74;128.437
1.2378;103.74;128.437
1.2378;103.74;128.437
1.2378;103.74;128.434
1.2378;103.74;128.434
1.2377;103.73;128.425
1.2377;103.73;128.423
1.2378;103.73;128.423
1.2379;103.72;128.437
1.238;103.72;128.438
1.238;103.72;128.437
1.2379;103.72;128.428
1.2379;103.72;128.433
1.2379;103.72;128.432
1.2379;103.73;128.44
1.2379;103.73;128.45
1.2379;103.73;128.45
1.238;103.73;128.45
1.238;103.73;128.446
1.2381;103.73;128.453
1.2381;103.73;128.462
1.2381;103.72;128.454
1.2381;103.72;128.448
1.2381;103.71;128.435
1.2381;103.7;128.427
1.2381;103.7;128.428
1.2381;103.7;128.433
1.2381;103.71;128.433
1.2381;103.71;128.439
1.2382;103.71;128.446
1.2382;103.71;128.445
1.2382;103.71;128.447
1.2382;103.71;128.449
1.2383;103.71;128.454
1.2383;103.71;128.452
1.2383;103.7;128.453
1.2384;103.7;128.447
1.2384;103.69;128.446
1.2384;103.7;128.451
1.2384;103.71;128.463
1.2384;103.7;128.456
1.2383;103.71;128.449
1.2383;103.69;128.437
1.2385;103.68;128.44
1.2385;103.68;128.446
1.2385;103.69;128.456
1.2385;103.7;128.459
1.2385;103.7;128.46
1.2384;103.7;128.454
1.2384;103.7;128.455
1.2384;103.69;128.442
1.2384;103.69;128.444
1.2384;103.69;128.441
1.2383;103.69;128.436
1.2385;103.68;128.439
1.2385;103.68;128.436
1.2384;103.68;128.428
1.2384;103.68;128.437
1.2382;103.68;128.42
1.2382;103.68;128.417
1.2382;103.68;128.414
1.2382;103.68;128.413
1.2382;103.68;128.413
1.2382;103.68;128.412
1.2382;103.68;128.405
1.2382;103.68;128.413
1.2382;103.68;128.413
1.2381;103.68;128.408
1.2381;103.69;128.409
1.2381;103.7;128.425
1.2381;103.7;128.421
1.2381;103.7;128.425
1.2381;103.71;128.44
1.2381;103.72;128.452
1.2381;103.72;128.457
1.2381;103.72;128.454
1.2381;103.72;128.456
1.2381;103.73;128.462
1.2381;103.74;128.479
1.238;103.75;128.471
1.238;103.75;128.475
1.238;103.75;128.472
1.238;103.76;128.484
1.238;103.75;128.478
1.238;103.76;128.484
1.238;103.76;128.486
1.238;103.76;128.486
1.238;103.75;128.477
1.238;103.75;128.475
1.238;103.75;128.479
1.238;103.75;128.472
1.238;103.74;128.468
1.2381;103.74;128.465
1.238;103.74;128.466
1.238;103.74;128.464
1.238;103.74;128.463
1.238;103.74;128.47
1.2381;103.74;128.474
1.2381;103.74;128.475
1.2381;103.74;128.475
1.2381;103.74;128.478
1.2381;103.74;128.47
1.2381;103.74;128.472
1.2382;103.74;128.471
1.2382;103.74;128.476
1.2382;103.74;128.476
1.2382;103.74;128.476
1.2382;103.74;128.477
1.2382;103.74;128.474
1.2381;103.74;128.477
1.2381;103.74;128.484
1.2381;103.75;128.483
1.2381;103.74;128.471
1.2382;103.72;128.455
1.2382;103.71;128.452
1.2383;103.72;128.467
1.2383;103.72;128.469
1.2383;103.71;128.466
1.2383;103.72;128.469
1.2383;103.71;128.467
1.2384;103.72;128.478
1.2383;103.73;128.48
1.2383;103.72;128.477
1.2383;103.72;128.47
1.2383;103.71;128.463
1.2383;103.7;128.451
1.2383;103.7;128.449
1.2383;103.69;128.44
1.2383;103.68;128.428
1.2383;103.68;128.431
1.2383;103.7;128.45
1.2383;103.7;128.445
1.2383;103.7;128.455
1.2383;103.7;128.452
1.2384;103.7;128.457
1.2384;103.7;128.46
1.2384;103.71;128.471
1.2384;103.71;128.47
1.2384;103.71;128.469
1.2384;103.71;128.471
1.2383;103.71;128.466
1.2383;103.71;128.468
1.2383;103.72;128.474
1.2383;103.71;128.466
1.2383;103.71;128.464
1.2383;103.71;128.462
1.2382;103.72;128.464
1.2382;103.73;128.478
1.2381;103.75;128.485
1.2381;103.74;128.476
1.2381;103.74;128.47
1.2381;103.73;128.469
1.2381;103.73;128.466
1.2381;103.74;128.47
1.2381;103.74;128.476
1.2382;103.74;128.479
1.2382;103.74;128.479
1.2381;103.75;128.493
1.2381;103.75;128.491
1.2381;103.75;128.496
1.2381;103.76;128.502
1.2381;103.76;128.508
1.2381;103.76;128.509
1.2381;103.76;128.511
1.2381;103.77;128.514
1.2381;103.77;128.514
1.2381;103.77;128.511
1.2381;103.77;128.511
1.2381;103.76;128.499
1.2381;103.77;128.509
1.2381;103.77;128.504
1.2381;103.77;128.509
1.2381;103.76;128.503
1.2381;103.76;128.501
1.2381;103.77;128.505
1.2381;103.77;128.505
1.2381;103.77;128.509
1.238;103.77;128.501
1.238;103.76;128.495
1.238;103.76;128.49
1.2381;103.76;128.496
1.2381;103.75;128.487
1.2381;103.75;128.488
1.2381;103.74;128.472
1.2381;103.74;128.478
1.2381;103.74;128.48
1.2381;103.75;128.484
1.2381;103.75;128.483
1.2381;103.74;128.481
1.2381;103.74;128.481
1.2381;103.73;128.467
1.2381;103.73;128.462
1.2381;103.73;128.463
1.2381;103.73;128.468
1.2381;103.73;128.468
1.2382;103.73;128.468
1.2382;103.72;128.466
1.2383;103.71;128.46
1.2383;103.71;128.461
1.2384;103.71;128.469
1.2383;103.71;128.466
1.2383;103.71;128.466
1.2385;103.7;128.465
1.2385;103.7;128.469
1.2385;103.7;128.471
1.2385;103.7;128.476
1.2384;103.71;128.479
1.2384;103.72;128.477
1.2382;103.73;128.476
1.2383;103.72;128.471
1.2384;103.71;128.466
1.2384;103.7;128.462
1.2384;103.7;128.464
1.2384;103.7;128.464
1.2384;103.7;128.456
1.2384;103.7;128.453
1.2383;103.71;128.453
1.2382;103.71;128.456
1.2382;103.71;128.455
1.2382;103.71;128.456
1.2382;103.71;128.45
1.2382;103.71;128.447
1.2382;103.71;128.452
1.2382;103.72;128.454
1.238;103.72;128.451
1.238;103.73;128.453
1.238;103.72;128.443
1.238;103.73;128.449
1.238;103.73;128.459
1.238;103.74;128.465
1.238;103.75;128.476
1.238;103.74;128.476
1.238;103.75;128.476
1.238;103.74;128.466
1.238;103.74;128.464
1.238;103.73;128.458
1.238;103.72;128.445
1.2381;103.71;128.442
1.2381;103.72;128.452
1.238;103.73;128.461
1.2381;103.73;128.459
1.238;103.73;128.459
1.238;103.73;128.451
1.238;103.72;128.447
1.2381;103.72;128.449
1.238;103.72;128.45
1.2381;103.72;128.448
1.2381;103.72;128.443
1.2381;103.72;128.445
1.238;103.72;128.439
1.238;103.72;128.436
1.238;103.71;128.433
1.238;103.71;128.434
1.238;103.72;128.438
1.238;103.71;128.436
1.238;103.71;128.437
1.238;103.72;128.436
1.2379;103.74;128.453
1.2379;103.74;128.461
1.2379;103.73;128.44
1.2379;103.73;128.446
1.2379;103.73;128.448
1.238;103.73;128.453
1.2379;103.74;128.453
1.238;103.74;128.458
1.2379;103.74;128.461
1.238;103.74;128.463
1.238;103.74;128.46
1.238;103.73;128.459
1.2381;103.73;128.458
1.2381;103.72;128.455
1.2381;103.72;128.451
1.2382;103.71;128.438
1.238;103.71;128.434
1.238;103.71;128.436
1.2381;103.72;128.45
1.2381;103.71;128.444
1.2381;103.71;128.444
1.2382;103.71;128.442
1.2382;103.71;128.451
1.2381;103.71;128.448
1.2381;103.71;128.448
1.2381;103.72;128.455
1.2381;103.73;128.467
1.238;103.73;128.462
1.238;103.73;128.458
1.2381;103.72;128.449
1.238;103.73;128.449
1.238;103.73;128.453
1.238;103.73;128.451
1.238;103.74;128.457
1.238;103.75;128.48
1.238;103.76;128.481
1.238;103.76;128.49
1.238;103.75;128.482
1.238;103.76;128.483
1.238;103.75;128.478
1.238;103.75;128.479
1.238;103.75;128.474
1.238;103.75;128.473
1.238;103.75;128.474
1.238;103.74;128.469
1.2381;103.73;128.477
1.2382;103.72;128.467
1.2381;103.73;128.472
1.238;103.74;128.469
1.238;103.74;128.471
1.238;103.75;128.473
1.238;103.74;128.469
1.238;103.74;128.463
1.2381;103.73;128.466
1.2382;103.73;128.473
1.2382;103.73;128.471
1.2382;103.72;128.456
1.2382;103.71;128.456
1.2382;103.71;128.461
1.2382;103.72;128.467
1.2382;103.72;128.468
1.2382;103.72;128.474
1.2383;103.71;128.461
1.2383;103.7;128.454
1.2384;103.7;128.461
1.2384;103.7;128.461
1.2384;103.71;128.464
1.2384;103.71;128.467
1.2384;103.71;128.468
1.2385;103.7;128.47
1.2385;103.7;128.474
1.2385;103.7;128.47
1.2385;103.71;128.477
1.2385;103.71;128.477
1.2385;103.71;128.478
1.2385;103.72;128.488
1.2385;103.72;128.486
1.2385;103.71;128.485
1.2385;103.71;128.483
1.2385;103.72;128.485
1.2387;103.72;128.505
1.2387;103.72;128.505
1.2386;103.72;128.505
1.2386;103.72;128.505
1.2386;103.73;128.511
1.2386;103.73;128.511
1.2386;103.73;128.511
1.2386;103.71;128.495
1.2386;103.72;128.501
1.2386;103.72;128.499
1.2386;103.72;128.501
1.2385;103.73;128.504
1.2384;103.73;128.499
1.2384;103.74;128.504
1.2384;103.74;128.505
1.2384;103.74;128.507
1.2383;103.73;128.496
1.2382;103.74;128.49
1.2382;103.73;128.486
1.2382;103.73;128.483
1.2383;103.73;128.482
1.2384;103.73;128.489
1.2384;103.73;128.488
1.2384;103.73;128.488
1.2383;103.73;128.485
1.2383;103.73;128.488
1.2383;103.74;128.494
1.2383;103.74;128.497
1.2383;103.74;128.503
1.2383;103.74;128.5
1.2383;103.74;128.499
1.2384;103.73;128.498
1.2384;103.73;128.497
1.2384;103.74;128.504
1.2384;103.73;128.502
1.2384;103.74;128.508
1.2384;103.74;128.51
1.2384;103.74;128.512
1.2384;103.74;128.513
1.2383;103.75;128.512
1.2383;103.75;128.513
1.2383;103.74;128.501
1.2383;103.74;128.504
1.2383;103.75;128.506
1.2383;103.75;128.505
1.2383;103.74;128.499
1.2383;103.73;128.49
1.2383;103.73;128.492
1.2383;103.74;128.493
1.2383;103.74;128.501
1.2383;103.75;128.502
1.2382;103.75;128.501
1.2382;103.75;128.502
1.2382;103.75;128.502
1.2382;103.75;128.504
1.2382;103.74;128.492
1.2382;103.74;128.485
1.2382;103.74;128.487
1.2382;103.73;128.483
1.2382;103.73;128.482
1.2383;103.73;128.489
1.2383;103.73;128.49
1.2383;103.74;128.501
1.2383;103.74;128.5
1.2384;103.75;128.514
1.2384;103.75;128.514
1.2384;103.75;128.517
1.2384;103.75;128.52
1.2384;103.75;128.512
1.2384;103.75;128.512
1.2384;103.75;128.514
1.2384;103.75;128.514
1.2384;103.75;128.514
1.2382;103.76;128.52
1.2382;103.76;128.519
1.2382;103.76;128.508
1.2382;103.76;128.512
1.2382;103.76;128.507
1.2383;103.76;128.516
1.2383;103.76;128.522
1.2384;103.76;128.52
1.2383;103.76;128.516
1.2384;103.76;128.523
1.2384;103.76;128.531
1.2384;103.76;128.532
1.2384;103.76;128.527
1.2383;103.76;128.531
1.2384;103.76;128.535
1.2384;103.77;128.539
1.2384;103.78;128.552
1.2383;103.79;128.558
1.2383;103.79;128.56
1.2382;103.8;128.559
1.2382;103.8;128.564
1.2382;103.8;128.567
1.2382;103.8;128.563
1.2382;103.8;128.563
1.2382;103.81;128.566
1.2382;103.81;128.577
1.2382;103.81;128.579
1.2382;103.82;128.584
1.2382;103.81;128.584
1.2382;103.82;128.59
1.2382;103.82;128.599
1.2383;103.83;128.606
1.2383;103.83;128.606
1.2383;103.83;128.604
1.2382;103.83;128.607
1.2382;103.84;128.614
1.2382;103.84;128.619
1.2382;103.84;128.616
1.2381;103.85;128.622
1.2381;103.85;128.623
1.2381;103.86;128.631
1.2381;103.86;128.634
1.2381;103.88;128.663
1.2381;103.92;128.703
1.2381;103.93;128.702
1.2381;103.9;128.679
1.2381;103.88;128.668
1.2382;103.88;128.659
1.2382;103.88;128.652
1.2382;103.89;128.669
1.2382;103.88;128.661
1.2382;103.88;128.662
1.2382;103.88;128.657
1.2382;103.89;128.665
1.2382;103.88;128.655
1.2382;103.87;128.642
1.2382;103.87;128.643
1.2382;103.87;128.645
1.2381;103.88;128.653
1.2381;103.88;128.656
1.2381;103.87;128.641
1.2381;103.88;128.644
1.2381;103.89;128.653
1.2381;103.89;128.659
1.2381;103.89;128.659
1.2381;103.89;128.662
1.2381;103.9;128.676
1.238;103.91;128.685
1.238;103.92;128.687
1.238;103.91;128.676
1.238;103.91;128.678
1.238;103.92;128.683
1.238;103.91;128.682
1.238;103.91;128.682
1.238;103.91;128.683
1.238;103.91;128.674
1.238;103.9;128.661
1.238;103.9;128.661
1.238;103.89;128.658
1.2382;103.89;128.665
1.2382;103.88;128.665
1.2382;103.88;128.67
1.2382;103.88;128.664
1.2381;103.88;128.652
1.2381;103.88;128.648
1.2381;103.88;128.648
1.2381;103.88;128.648
1.2381;103.86;128.64
1.2381;103.86;128.634
1.2381;103.86;128.635
1.2382;103.87;128.639
1.2382;103.88;128.646
1.238;103.89;128.654
1.2381;103.89;128.658
1.238;103.89;128.659
1.238;103.9;128.66
1.238;103.89;128.654
1.238;103.89;128.655
1.238;103.89;128.658
1.238;103.9;128.659
1.238;103.89;128.659
1.238;103.9;128.657
1.238;103.89;128.654
1.238;103.89;128.655
1.238;103.9;128.657
1.2379;103.9;128.657
1.2379;103.91;128.666
1.2379;103.92;128.677
1.238;103.92;128.679
1.238;103.92;128.677
1.2381;103.9;128.673
1.238;103.9;128.666
1.238;103.9;128.672
1.238;103.91;128.672
1.238;103.91;128.673
1.238;103.91;128.673
1.238;103.91;128.671
1.238;103.91;128.672
1.238;103.92;128.682
1.238;103.92;128.692
1.238;103.93;128.695
1.238;103.93;128.694
1.238;103.92;128.683
1.238;103.92;128.682
1.238;103.92;128.688
1.238;103.93;128.693
1.238;103.93;128.697
1.238;103.93;128.695
1.238;103.92;128.684
1.238;103.91;128.676
1.238;103.91;128.668
1.238;103.91;128.665
1.238;103.9;128.666
1.238;103.9;128.662
1.238;103.89;128.656
1.238;103.89;128.655
1.2381;103.88;128.646
1.2381;103.88;128.643
1.2381;103.88;128.643
1.2381;103.87;128.639
1.2381;103.89;128.653
1.2381;103.89;128.653
1.238;103.89;128.651
1.238;103.89;128.651
1.238;103.89;128.647
1.238;103.89;128.649
1.238;103.89;128.649
1.238;103.89;128.652
1.238;103.9;128.655
1.238;103.9;128.659
1.2378;103.9;128.646
1.2378;103.9;128.64
1.2378;103.9;128.646
1.2378;103.9;128.646
1.2378;103.9;128.649
1.2378;103.91;128.651
1.2378;103.91;128.656
1.2378;103.9;128.639
1.2378;103.9;128.639
1.2378;103.89;128.638
1.2378;103.89;128.638
1.2378;103.9;128.641
1.2378;103.89;128.638
1.2379;103.89;128.646
1.2379;103.89;128.648
1.2379;103.89;128.65
1.2379;103.89;128.649
1.2379;103.9;128.661
1.2379;103.91;128.668
1.2379;103.91;128.665
1.2379;103.9;128.66
1.2379;103.89;128.653
1.238;103.89;128.65
1.2381;103.89;128.655
1.2381;103.88;128.65
1.2381;103.88;128.645
1.2381;103.88;128.644
1.2381;103.88;128.65
1.2381;103.88;128.65
1.238;103.89;128.648
1.238;103.9;128.655
1.238;103.9;128.66
1.238;103.9;128.656
1.2381;103.88;128.647
1.2381;103.88;128.65
1.2381;103.88;128.65
1.2381;103.87;128.642
1.2381;103.88;128.646
1.2381;103.88;128.645
1.2381;103.87;128.638
1.2381;103.87;128.642
1.2382;103.88;128.65
1.2382;103.88;128.653
1.2382;103.88;128.658
1.2381;103.88;128.654
1.2381;103.89;128.66
1.238;103.9;128.661
1.2381;103.89;128.659
1.238;103.89;128.654
1.2381;103.89;128.656
1.2381;103.89;128.656
1.2381;103.89;128.656
1.2381;103.89;128.658
1.2381;103.89;128.661
1.2381;103.89;128.66
1.2381;103.89;128.662
1.2381;103.9;128.665
1.2381;103.89;128.67
1.2381;103.89;128.67
1.2381;103.89;128.664
1.2382;103.89;128.663
1.2383;103.89;128.674
1.2383;103.88;128.673
1.2383;103.88;128.675
1.2384;103.88;128.676
1.2385;103.87;128.678
1.2384;103.87;128.669
1.2385;103.86;128.667
1.2385;103.86;128.669
1.2385;103.86;128.67
1.2385;103.86;128.673
1.2385;103.86;128.671
1.2385;103.86;128.671
1.2384;103.87;128.675
1.2385;103.87;128.676
1.2385;103.86;128.666
1.2384;103.86;128.665
1.2384;103.86;128.665
1.2384;103.86;128.661
1.2383;103.87;128.653
1.2383;103.87;128.653
1.2383;103.87;128.654
1.2383;103.87;128.653
1.2383;103.87;128.654
1.2383;103.87;128.663
1.2383;103.87;128.664
1.2383;103.87;128.663
1.2383;103.87;128.663
1.2384;103.87;128.672
1.2384;103.87;128.672
1.2384;103.88;128.675
1.2384;103.88;128.683
1.2383;103.89;128.688
1.2383;103.89;128.683
1.2384;103.88;128.679
1.2383;103.88;128.681
